# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/engine/annotation/data/gencode.v36.annotation_chr5.gtf" "-t" "exon" "-g" "gene_id" "-s" "0" "-T" "4" "-o" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/subread/SKMel147_ARID2KO_R1_RNA_chr5_R1.featureCounts.txt" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/star/SKMel147_ARID2KO_R1_RNA_chr5_R1_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/star/SKMel147_ARID2KO_R1_RNA_chr5_R1_Aligned.sortedByCoord.out.bam
ENSG00000248529.5	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	61658474;61663059;61663150;61663390;61667757;61667757;61677623;61677623;61677623;61687845;61687845;61687845;61688862;61695983;61697410;61697912	61660179;61663543;61663543;61663543;61667877;61667877;61677691;61677691;61677691;61688014;61687899;61687913;61688996;61696018;61697639;61698432	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3473	0
ENSG00000212215.1	chr5	61664145	61664239	-	95	0
ENSG00000251575.3	chr5;chr5;chr5;chr5;chr5;chr5;chr5	61732774;61732791;61735138;61735377;61735377;61735625;61735625	61733746;61733746;61735526;61735526;61735668;61735669;61735715	-;-;-;-;-;-;-	1551	0
ENSG00000249878.1	chr5	61831947	61833024	-	1078	0
ENSG00000248199.2	chr5;chr5;chr5;chr5;chr5;chr5	61878109;61878183;61881247;61885967;61885967;61926731	61878399;61878399;61881292;61886129;61886134;61927134	+;+;+;+;+;+	909	0
ENSG00000251983.1	chr5	62146665	62146946	+	282	0
ENSG00000068796.19	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	62306162;62306206;62306206;62306206;62306206;62306206;62306206;62306206;62306206;62306206;62306251;62306452;62306928;62308309;62308309;62311813;62347130;62347130;62347130;62347130;62347130;62347130;62347130;62347130;62347130;62347130;62347130;62347130;62347130;62347130;62347130;62347147;62348048;62348048;62348048;62348048;62348048;62348048;62348048;62348048;62348048;62348048;62348048;62348048;62348048;62348048;62348048;62348048;62350066;62350066;62350066;62350066;62350066;62350066;62350066;62350066;62350066;62350066;62350066;62350066;62350066;62350066;62350066;62350066;62352588;62352588;62352588;62352588;62352588;62352588;62352588;62352588;62352588;62352588;62352588;62352588;62352588;62352588;62352588;62353257;62353275;62353275;62353275;62353275;62353275;62353275;62353275;62353275;62353275;62353275;62353275;62353275;62353275;62353275;62354315;62355159;62355159;62355159;62355159;62355159;62355159;62355159;62355159;62355159;62355159;62355159;62355159;62355159;62355159;62357691;62357691;62357691;62357691;62357691;62357691;62357691;62357691;62357691;62357691;62357691;62357691;62357691;62358137;62358137;62358137;62358137;62358137;62358137;62358137;62358137;62358137;62358137;62358137;62358137;62358137;62361242;62361242;62361242;62361242;62361242;62361242;62361242;62361242;62361242;62361242;62361242;62361242;62361242;62361306;62361466;62361466;62361466;62361466;62361466;62361466;62361466;62361466;62361466;62361466;62361466;62361466;62361466;62362339;62362450;62362450;62362450;62362450;62362450;62362450;62362450;62362450;62362450;62362450;62362450;62362450;62363178;62363178;62363178;62363178;62363178;62363178;62363178;62363178;62363178;62363178;62363178;62363178;62363178;62363178;62363695;62363695;62363695;62363695;62363695;62363695;62363695;62363695;62363695;62363695;62363695;62365243;62365243;62365243;62365243;62365243;62365243;62365243;62365243;62365243;62365243;62365243;62365243;62366414;62366414;62366414;62366414;62366414;62366414;62366414;62366414;62366414;62366414;62366414;62366414;62371868;62372103;62372438;62372438;62372438;62372438;62373687;62373687;62373687;62373687;62373687;62373687;62373687;62373687;62373687;62373687;62373687;62373687;62373687;62373687;62377661;62377661;62377661;62377661;62377661;62377661;62377661;62377661;62377661;62377661;62377661;62377661;62377661;62377661;62377661;62381118;62381118;62381118;62381118;62381118;62381118;62381118;62381118;62381118;62381118;62381118;62381118;62381118;62381118;62385484;62385484;62385484;62385484;62385484;62385484;62385484;62385484;62385484;62385484;62385484;62385484;62385484;62385484	62306536;62306536;62306536;62306583;62306536;62306536;62306536;62306536;62306536;62306536;62306536;62306536;62307219;62308511;62308511;62311881;62347224;62347224;62347224;62347224;62347224;62347224;62347224;62347224;62347224;62347224;62347224;62347224;62347224;62347224;62347224;62347224;62348167;62348167;62348167;62348167;62348167;62348167;62348167;62348167;62348167;62348167;62348167;62348167;62348167;62348167;62348167;62348167;62350120;62350120;62350107;62350120;62350120;62350120;62350120;62350120;62350120;62350120;62350120;62350120;62350120;62350120;62350120;62350120;62352710;62352653;62352710;62352653;62352710;62352710;62352710;62352710;62352710;62352653;62352710;62352710;62353021;62352710;62352710;62353375;62353375;62353375;62353375;62353375;62353375;62353375;62353375;62353375;62353375;62353375;62353375;62353375;62354337;62353375;62354369;62355254;62355254;62355254;62355254;62355254;62355254;62355254;62355254;62355254;62355254;62355254;62355254;62355254;62355254;62357745;62357745;62357745;62357745;62357745;62357745;62357745;62357745;62357745;62357745;62357745;62357745;62357745;62358299;62358299;62358299;62358299;62358299;62358299;62358299;62358299;62358299;62358299;62358299;62358299;62358299;62361332;62361332;62361332;62361332;62361332;62361332;62361332;62361332;62361332;62361332;62361332;62361332;62361332;62361332;62361529;62361529;62361529;62361529;62361529;62361529;62362541;62361529;62361529;62361529;62361529;62361529;62361529;62362541;62362541;62362541;62362541;62362541;62362541;62362541;62362541;62362541;62362541;62362541;62362541;62362541;62363267;62363320;62363320;62363320;62363320;62363320;62363320;62363899;62363320;62363320;62363320;62363320;62363320;62363320;62363899;62363899;62363899;62363899;62363899;62363899;62363899;62363899;62363899;62364014;62363899;62365353;62365353;62365353;62365353;62365353;62365353;62365353;62365353;62365353;62365353;62365353;62365353;62366481;62366481;62366481;62366481;62366481;62366481;62366481;62366481;62366481;62366481;62366481;62366481;62373837;62372551;62372551;62372551;62372551;62372551;62373837;62373837;62373837;62373837;62373837;62373837;62373837;62373837;62373837;62373837;62373837;62373837;62373837;62373837;62377762;62377762;62377731;62377762;62377762;62377762;62377762;62377762;62377762;62377762;62377762;62377762;62377762;62377762;62377762;62381253;62381253;62381253;62381253;62381253;62381253;62381253;62381253;62381253;62381253;62381253;62381253;62381253;62381253;62391025;62391025;62386377;62385719;62391025;62391025;62386383;62391025;62391025;62391025;62391025;62391025;62391025;62385676	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13050	1688
ENSG00000288643.1	chr5;chr5;chr5;chr5;chr5;chr5	62306206;62515388;62526142;62530709;62536702;62537209	62306536;62515501;62526257;62530785;62536781;62537249	+;+;+;+;+;+	759	0
ENSG00000086189.10	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	62347284;62351107;62352586;62354279;62372833;62387254;62388910;62389027;62390876;62390876;62390876;62391717;62392171;62392171;62392171;62392178;62392812;62392926;62392926;62392926;62392926;62393955;62393955;62393955;62393955;62393955;62394484;62394484;62394484;62394484;62394484;62398429;62398511;62398511;62398511;62398511;62398646;62398646;62398646;62398646;62398646;62398820;62398820;62398820;62398820;62398820;62402036;62402036;62402036;62402036;62402036;62403273;62403273;62403273;62403273;62403273;62403694;62403694;62403694;62403694;62403694	62349212;62351223;62352683;62354348;62373043;62389052;62389052;62389052;62390982;62391367;62390982;62392006;62392234;62392234;62392234;62392234;62392990;62392990;62392990;62392990;62392990;62394047;62394047;62394047;62394047;62394047;62394607;62394607;62394607;62394607;62394607;62398560;62398560;62398560;62398560;62398560;62398739;62398739;62398739;62398739;62398739;62398881;62398881;62398881;62398881;62398881;62402122;62402122;62402122;62402122;62402122;62403346;62403346;62403346;62403346;62403346;62403891;62403939;62403898;62403905;62403929	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6161	437
ENSG00000086200.17	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	62403972;62404050;62412661;62412763;62413382;62418884;62422505;62437274;62437274;62437274;62437274;62437274;62437274;62442983;62442983;62442983;62442983;62442983;62442983;62449731;62449927;62449927;62449927;62449927;62449927;62451730;62451730;62451730;62451730;62451730;62451730;62467131;62467131;62467131;62467131;62467204;62470250;62470250;62470250;62470250;62474416;62474416;62474416;62474416;62476683;62476683;62476683;62483101;62483101;62483101;62483101;62484010;62484010;62484010;62485419;62485419;62485419;62487771;62487771;62487771;62489302;62489302;62489302;62490115;62490115;62490115;62493998;62493998;62493998;62504667;62504667;62504667;62504858;62504858;62504858;62506241;62506241;62506241;62515388;62515388;62515388;62515451;62515458;62526142;62526142;62526142;62526142;62530709;62530709;62530709;62536702;62536702;62536702;62537209;62537209;62537209;62550367;62550367;62550367;62550367;62551223;62551223;62551223;62551223;62560696;62561136;62561136;62561136;62561136;62561136;62561136;62578704;62578821;62579401;62580454;62580454;62591577;62591577;62591577;62591577;62591577;62601229;62601764;62601764;62601764;62601764;62627154;62627154;62627154;62627154;62627154	62404103;62404156;62412929;62412929;62413443;62419127;62422568;62437417;62437417;62437417;62437417;62437417;62437417;62443083;62443083;62443035;62443083;62443083;62443083;62449999;62449999;62449999;62449999;62449999;62449999;62451933;62451933;62451903;62451933;62451863;62451933;62467207;62467263;62467263;62467263;62467263;62470308;62470308;62470308;62470308;62474464;62474464;62474464;62474464;62476753;62476753;62476753;62483390;62483293;62483293;62483293;62484162;62484162;62484162;62485462;62485462;62485462;62487861;62487861;62487861;62489349;62489349;62489349;62490220;62490220;62490220;62494124;62494124;62494124;62504700;62504700;62504700;62504898;62504898;62504898;62506357;62506357;62506357;62515501;62515501;62515501;62515501;62515501;62526745;62526257;62526257;62526257;62530785;62530785;62530785;62536781;62536781;62536781;62537289;62537289;62537289;62550462;62550462;62550462;62550462;62551336;62551336;62551336;62551336;62561005;62561257;62561257;62561257;62561257;62561257;62561257;62578935;62578935;62579483;62581467;62580680;62591672;62591650;62591672;62591672;62591672;62601326;62601848;62601848;62601848;62601848;62627569;62628582;62628546;62627704;62628582	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7540	1023
ENSG00000199279.1	chr5	62443176	62443282	+	107	0
ENSG00000268942.2	chr5	62512246	62512482	-	237	72
ENSG00000241991.1	chr5	62561859	62562216	-	358	0
ENSG00000240436.1	chr5	62575951	62576271	-	321	0
ENSG00000186105.8	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	62578819;62578837;62578875;62579401;62579401;62579401;62580454;62580454	62578935;62578935;62578935;62579483;62579632;62581446;62581442;62580863	+;+;+;+;+;+;+;+	2163	4
ENSG00000217416.4	chr5	62776877	62777263	-	387	55
ENSG00000249579.2	chr5	63022919	63023489	-	571	0
ENSG00000248185.1	chr5;chr5	63301523;63301928	63301693;63302056	+;+	300	0
ENSG00000287179.1	chr5;chr5	63569419;63570879	63569571;63571617	+;+	892	0
ENSG00000178394.5	chr5;chr5;chr5	63957874;63961595;63962467	63962445;63962106;63962507	-;-;-	4613	0
ENSG00000248285.1	chr5;chr5	63957893;63980948	63958015;63981043	-;-	219	0
ENSG00000164197.12	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	64165843;64165844;64166162;64200808;64200808;64200808;64212065;64212065;64212065;64213558;64213558;64213558;64217361;64217361;64325186;64330281;64369615	64165953;64165953;64166261;64200942;64200942;64200942;64212160;64212160;64212160;64213647;64214517;64214517;64217786;64217396;64325411;64330406;64372869	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5435	53
ENSG00000236068.2	chr5;chr5;chr5;chr5;chr5	64404512;64406490;64413155;64450671;64486550	64404665;64406639;64413728;64450826;64486615	-;-;-;-;-	1100	0
ENSG00000186479.5	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	64506015;64506257;64507711;64575682;64575774;64575774;64594710;64594710;64598365;64598365;64601405;64609161;64609161	64506789;64506789;64507877;64575904;64575904;64575904;64594857;64594857;64598435;64598435;64601489;64609192;64612319	+;+;+;+;+;+;+;+;+;+;+;+;+	4628	0
ENSG00000242547.3	chr5	64539504	64539792	+	289	0
ENSG00000201869.1	chr5	64573569	64573670	+	102	0
ENSG00000224296.3	chr5	64674853	64675387	+	535	0
ENSG00000145642.12	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	64690442;64690503;64690532;64691241;64691319;64694087;64694087;64695507;64695507;64695507;64695507;64695507;64717889;64717889;64717889;64717889;64717889	64690814;64690814;64690814;64691608;64691498;64694199;64694182;64695664;64695664;64695664;64695664;64695664;64717963;64717999;64718082;64718190;64718090	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1314	1
ENSG00000153006.16	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	64718148;64724432;64727671;64728107;64728107;64741057;64741057;64741057;64741057;64741136;64754315;64754315;64754315;64754315;64754623;64765045;64765045;64768505;64768505;64768505;64768505	64724573;64724573;64728179;64728179;64728179;64741200;64741200;64742121;64741200;64741200;64754362;64754362;64754362;64754362;64754770;64765121;64765121;64768649;64768619;64768627;64768691	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8460	1075
ENSG00000153015.16	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	64768930;64768946;64773852;64774691;64774691;64774691;64781921;64781921;64781921;64783836;64783836;64783836;64785481;64785481;64785481;64786524;64786524;64786524;64788951;64788951;64788951;64800245;64800248;64800248;64801302;64801302;64801302;64804229;64804229;64804229;64807599;64884156;64885443;64885443;64971703;64971703;64977135;64977135;65018159;65018159	64769188;64769188;64773895;64774787;64774787;64774787;64782033;64782033;64782033;64783979;64783979;64783979;64785579;64785579;64785579;64786627;64786627;64786627;64789020;64789020;64789020;64800327;64800327;64800327;64801332;64801332;64801332;64804907;64804386;64804386;64808562;64884285;64885546;64885546;64971812;64971812;64977238;64977238;65018591;65018750	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3727	879
ENSG00000272370.1	chr5	65020038	65020551	+	514	14
ENSG00000272354.1	chr5	65020614	65020989	+	376	7
ENSG00000207439.1	chr5	65123369	65123474	+	106	0
ENSG00000049192.15	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	65148738;65148739;65151528;65170617;65170617;65170617;65172832;65172832;65172832;65172940;65188016;65188016;65188016;65188016;65197022;65197022;65197022;65197022;65198531;65214038;65214398;65214645;65214794;65214794;65215324;65215324;65215324;65215324;65224320;65224320;65224320;65224320;65224924;65224924;65224924;65224924;65226086;65226086;65226086;65226086;65242104;65242104;65242104;65242104;65256390;65260600;65260600;65260600;65260600;65260600;65262804;65262817;65262817;65262817;65262817;65273340;65273340;65273340;65273340;65291329;65291329;65291329;65297108;65299985;65299985;65299985;65299985;65329378;65329378;65329378;65329378;65334042;65334042;65334042;65334042;65451316;65451475;65451475;65451475;65451475;65452133;65452133;65452133;65452133;65452133;65452707;65452707;65452707;65452707;65452707;65460170;65460170;65460170;65460170;65460170;65470778;65470778;65470778;65470778;65470778;65473577;65473577;65473577;65473577;65473577;65481343;65481343	65151945;65151945;65151945;65170773;65170773;65170773;65173008;65173008;65173008;65173008;65188220;65188220;65188220;65188220;65197151;65197151;65197151;65197151;65198765;65214183;65214932;65214932;65214932;65214932;65215487;65215487;65215487;65215487;65224400;65224400;65224400;65224400;65225047;65225047;65225047;65225047;65226219;65226219;65226219;65226219;65242206;65242206;65242206;65242206;65256554;65260663;65260663;65260663;65260663;65260663;65262962;65262937;65262962;65262962;65262962;65273447;65273447;65273443;65273447;65291470;65291470;65291470;65297244;65300131;65300131;65300131;65300131;65329483;65329483;65329483;65329483;65334085;65334085;65334085;65334085;65451620;65451620;65451620;65451620;65451620;65452221;65452216;65452216;65452221;65452216;65452918;65452918;65452918;65452918;65452918;65460338;65460338;65460338;65460338;65460338;65471142;65471142;65471142;65471142;65471142;65473673;65473691;65473694;65473952;65473952;65481417;65481920	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8565	1179
ENSG00000248288.1	chr5;chr5	65209921;65210472	65210180;65210948	+;+	737	3
ENSG00000250732.1	chr5	65251127	65251784	-	658	0
ENSG00000205644.5	chr5	65415353	65416222	+	870	2
ENSG00000250081.1	chr5;chr5	65486444;65486893	65486652;65487048	-;-	365	3
ENSG00000123219.13	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	65517766;65517766;65517767;65517820;65518335;65518557;65521475;65521475;65521475;65521475;65521475;65521475;65524601;65528452;65528452;65528452;65528452;65528452;65528452;65528452;65528464;65528464;65528526;65528528;65528543;65528919;65528919;65528919;65528919;65528919;65528919;65528919;65528919;65528919;65528919;65528980;65528993;65529117;65529117;65529117;65529117;65529117;65529117;65529117;65529117;65529117;65529117;65529117;65529117;65529117;65529117;65541355;65542802;65542802;65542802;65542802;65542802;65542802;65542802;65542802;65542802;65542802;65542802;65542802;65542802;65550467;65551106;65551106;65551564;65551564;65551564;65551564;65551564;65551564;65551564;65551564;65551564;65551564;65552493;65552493;65552493;65552493;65552493;65552493;65552493;65552493;65552493;65552493;65554797;65554797;65554797;65554797;65554797;65554797;65554797;65554797;65554797;65554797;65560970;65561116;65561463;65561463;65561463;65561463;65561497;65561497;65561497;65561497;65561497;65561497;65562803;65563098;65563098;65563098;65563098;65563098;65563098;65563098;65563098;65563098;65563098	65518633;65518633;65518633;65518633;65518633;65518633;65521528;65521528;65521528;65521528;65521528;65521528;65524677;65528578;65528578;65528578;65528578;65528578;65528578;65528578;65528578;65528578;65528578;65528578;65528578;65529017;65529017;65529017;65529017;65529017;65529049;65529017;65529017;65529017;65529017;65529017;65529017;65529199;65529786;65529199;65529199;65529199;65529199;65529199;65529199;65529199;65529199;65529199;65529199;65529199;65529199;65541436;65542848;65542848;65542848;65542848;65542848;65542848;65542848;65542826;65542848;65542848;65542848;65542848;65542848;65551242;65551242;65551235;65551636;65551636;65551636;65551636;65551636;65551636;65551636;65551636;65551636;65551636;65552549;65552549;65552549;65552549;65552549;65552549;65552549;65552549;65552549;65552549;65554946;65555271;65554946;65554898;65554946;65554946;65554898;65554965;65554946;65554946;65561564;65561564;65561535;65561564;65561564;65561564;65561564;65561564;65561564;65561564;65561564;65561564;65563008;65563123;65563136;65563127;65563127;65563168;65563168;65563145;65563125;65563168;65563168	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4309	742
